id,id_str,Screen_name,Location,Description,Url,Followers_count,Friends_count,Listed_count,Created_at,Favourites_count,Verified,Statuses_count,Lang,Status,Default_profile,Default_profile_image,Has_extended_profile,name,Bot
599778486,599778486,hernandez01234,,,,1,28,0,2012-06-05 00:51:37,1,False,5,en,"{'in_reply_to_status_id_str': None, 'retweet_count': 0, 'source': '<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>', 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '209815481132126208', 'in_reply_to_status_id': None, 'truncated': False, 'text': ""I won't big show to lose"", 'coordinates': None, 'geo': None, 'entities': {'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': []}, 'in_reply_to_user_id_str': None, 'place': None, 'id': 209815481132126208, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Tue Jun 05 01:14:43 +0000 2012', 'favorite_count': 1, 'in_reply_to_user_id': None, 'contributors': None}",True,True,False,jesus hernandez,True
3033069338,3033069338,dostisagar,,,,3,282,0,2015-02-20 16:25:32,0,False,1,en,"{'in_reply_to_status_id_str': None, 'retweet_count': 0, 'source': '<a href=""http://triangle.gs"" rel=""nofollow"">Triangle.gs</a>', 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '568808698681921536', 'in_reply_to_status_id': None, 'truncated': False, 'text': 'Getting a free server compliments of @Trianglegs! Get yours at http://t.co/XKRH90SYMq', 'coordinates': None, 'geo': None, 'entities': {'hashtags': [], 'symbols': [], 'urls': [{'indices': [63, 85], 'display_url': 'triangle.gs', 'expanded_url': 'http://triangle.gs', 'url': 'http://t.co/XKRH90SYMq'}], 'user_mentions': [{'id': 2285395602, 'name': 'Triangle.gs', 'indices': [37, 48], 'screen_name': 'trianglegs', 'id_str': '2285395602'}]}, 'in_reply_to_user_id_str': None, 'place': None, 'id': 568808698681921536, 'retweeted': False, 'favorited': False, 'possibly_sensitive': False, 'lang': 'en', 'created_at': 'Fri Feb 20 16:25:36 +0000 2015', 'favorite_count': 0, 'in_reply_to_user_id': None, 'contributors': None}",True,True,False,dostisagar,True
377742153,377742153,Come_in_get_it,Miami FL,Money Making Opportunities,http://t.co/CKpE7jLRu1,133,312,0,2011-09-22 01:36:03,1,False,15,en,"{'in_reply_to_status_id_str': None, 'retweet_count': 0, 'source': '<a href=""http://www.livemixtapes.com/"" rel=""nofollow"">Get It LIVE!</a>', 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '342628456066064387', 'in_reply_to_status_id': None, 'truncated': False, 'text': '[Mixtape] Soulja Boy - LOUD :: Get It LIVE! http://t.co/XNuuII6qbI @LiveMixtapes @SouljaBoy', 'coordinates': None, 'geo': None, 'entities': {'hashtags': [], 'symbols': [], 'urls': [{'indices': [44, 66], 'display_url': 'livemixtap.es/fny', 'expanded_url': 'http://livemixtap.es/fny', 'url': 'http://t.co/XNuuII6qbI'}], 'user_mentions': [{'id': 19942991, 'name': 'LIVEMIXTAPES.COM', 'indices': [67, 80], 'screen_name': 'LiveMixtapes', 'id_str': '19942991'}, {'id': 16827333, 'name': 'Soulja Boy', 'indices': [81, 91], 'screen_name': 'souljaboy', 'id_str': '16827333'}]}, 'in_reply_to_user_id_str': None, 'place': None, 'id': 342628456066064387, 'retweeted': False, 'favorited': False, 'possibly_sensitive': False, 'lang': 'en', 'created_at': 'Thu Jun 06 13:06:04 +0000 2013', 'favorite_count': 0, 'in_reply_to_user_id': None, 'contributors': None}",False,False,False,Jade Omaley,True
827289655,827289655,Pvt_Iron94,"Roma, Italy",Il valore di uomo si misura dalla sua capacità di riuscire a fare la differenza.,,11,712,0,2012-09-16 15:30:41,2,False,30,it,"{'in_reply_to_status_id_str': '378149839348850688', 'retweet_count': 0, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'is_quote_status': False, 'in_reply_to_screen_name': 'yotobi', 'id_str': '378266345563250688', 'in_reply_to_status_id': 378149839348850688, 'truncated': False, 'text': '@yotobi Ci ho rinunciato. Mi limito ad aspettare che lo chiedano con lo sguardo.', 'coordinates': None, 'geo': None, 'entities': {'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 94564219, 'name': 'Karim Musa', 'indices': [0, 7], 'screen_name': 'yotobi', 'id_str': '94564219'}]}, 'in_reply_to_user_id_str': '94564219', 'place': None, 'id': 378266345563250688, 'retweeted': False, 'favorited': False, 'lang': 'it', 'created_at': 'Thu Sep 12 21:18:19 +0000 2013', 'favorite_count': 0, 'in_reply_to_user_id': 94564219, 'contributors': None}",True,True,False,Emanuele Sottili,True
864185796,864185796,PrinceTuttle,,Just Keep Moving Forward,,61,248,0,2012-10-06 05:40:03,225,False,715,en,"{'in_reply_to_status_id_str': None, 'retweeted_status': {'in_reply_to_status_id_str': None, 'retweet_count': 11579, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'is_quote_status': True, 'in_reply_to_screen_name': None, 'id_str': '824759539241205761', 'in_reply_to_status_id': None, 'truncated': False, 'text': ""If you haven't heard @LeiLaDey you fuckin up!! 🔥🔥💯🙌 https://t.co/6LpQ6lZQwi"", 'coordinates': None, 'quoted_status_id': 820017475102380032, 'geo': None, 'entities': {'hashtags': [], 'symbols': [], 'urls': [{'indices': [52, 75], 'display_url': 'twitter.com/leiladey/statu…', 'expanded_url': 'https://twitter.com/leiladey/status/820017475102380032', 'url': 'https://t.co/6LpQ6lZQwi'}], 'user_mentions': [{'id': 18617668, 'name': 'Leila Dey', 'indices': [21, 30], 'screen_name': 'leiladey', 'id_str': '18617668'}]}, 'in_reply_to_user_id_str': None, 'place': None, 'possibly_sensitive': False, 'id': 824759539241205761, 'retweeted': False, 'favorited': False, 'quoted_status_id_str': '820017475102380032', 'lang': 'en', 'favorite_count': 8817, 'created_at': 'Thu Jan 26 23:22:52 +0000 2017', 'in_reply_to_user_id': None, 'contributors': None}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'is_quote_status': True, 'in_reply_to_screen_name': None, 'retweet_count': 11579, 'id_str': '824764020028735488', 'in_reply_to_status_id': None, 'truncated': False, 'text': ""RT @yung__hentaii: If you haven't heard @LeiLaDey you fuckin up!! 🔥🔥💯🙌 https://t.co/6LpQ6lZQwi"", 'coordinates': None, 'quoted_status_id': 820017475102380032, 'geo': None, 'entities': {'hashtags': [], 'symbols': [], 'urls': [{'indices': [71, 94], 'display_url': 'twitter.com/leiladey/statu…', 'expanded_url': 'https://twitter.com/leiladey/status/820017475102380032', 'url': 'https://t.co/6LpQ6lZQwi'}], 'user_mentions': [{'id': 3581809107, 'name': 'BEATRIXX', 'indices': [3, 17], 'screen_name': 'yung__hentaii', 'id_str': '3581809107'}, {'id': 18617668, 'name': 'Leila Dey', 'indices': [40, 49], 'screen_name': 'leiladey', 'id_str': '18617668'}]}, 'in_reply_to_user_id_str': None, 'place': None, 'possibly_sensitive': False, 'id': 824764020028735488, 'retweeted': False, 'favorited': False, 'quoted_status_id_str': '820017475102380032', 'lang': 'en', 'created_at': 'Thu Jan 26 23:40:40 +0000 2017', 'favorite_count': 0, 'in_reply_to_user_id': None, 'contributors': None}",True,False,False,J.A.K.E,True
413258359,413258359,DevaldKiss,,,,19,966,0,2011-11-15 17:28:59,4,False,7,hu,"{'in_reply_to_status_id_str': None, 'retweeted_status': {'in_reply_to_status_id_str': None, 'retweet_count': 4505, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '728620255665213440', 'in_reply_to_status_id': None, 'truncated': False, 'text': ""We're doing a month-long giveaway, new prizes every week. 1st week sponsored by @LogitechG: \nhttps://t.co/ADNxYump6r https://t.co/W7PAswEo9h"", 'coordinates': None, 'geo': None, 'entities': {'hashtags': [], 'symbols': [], 'urls': [{'indices': [93, 116], 'display_url': 'sdqk.me/Ag39w9SU-PFWDq…', 'expanded_url': 'https://sdqk.me/Ag39w9SU-PFWDq3ai/ultimate-tsm-giveaway-2016#/enter', 'url': 'https://t.co/ADNxYump6r'}], 'media': [{'display_url': 'pic.twitter.com/W7PAswEo9h', 'media_url': 'http://pbs.twimg.com/media/ChyUQrkVIAEKvQh.jpg', 'indices': [117, 140], 'url': 'https://t.co/W7PAswEo9h', 'id': 728620254021099521, 'media_url_https': 'https://pbs.twimg.com/media/ChyUQrkVIAEKvQh.jpg', 'type': 'photo', 'sizes': {'large': {'resize': 'fit', 'w': 1024, 'h': 575}, 'medium': {'resize': 'fit', 'w': 600, 'h': 337}, 'small': {'resize': 'fit', 'w': 340, 'h': 191}, 'thumb': {'resize': 'crop', 'w': 150, 'h': 150}}, 'id_str': '728620254021099521', 'expanded_url': 'https://twitter.com/TeamSoloMid/status/728620255665213440/photo/1'}], 'user_mentions': [{'id': 571206183, 'name': 'LogitechG', 'indices': [80, 90], 'screen_name': 'LogitechG', 'id_str': '571206183'}]}, 'in_reply_to_user_id_str': None, 'place': None, 'id': 728620255665213440, 'retweeted': False, 'extended_entities': {'media': [{'display_url': 'pic.twitter.com/W7PAswEo9h', 'media_url': 'http://pbs.twimg.com/media/ChyUQrkVIAEKvQh.jpg', 'indices': [117, 140], 'url': 'https://t.co/W7PAswEo9h', 'id': 728620254021099521, 'media_url_https': 'https://pbs.twimg.com/media/ChyUQrkVIAEKvQh.jpg', 'type': 'photo', 'sizes': {'large': {'resize': 'fit', 'w': 1024, 'h': 575}, 'medium': {'resize': 'fit', 'w': 600, 'h': 337}, 'small': {'resize': 'fit', 'w': 340, 'h': 191}, 'thumb': {'resize': 'crop', 'w': 150, 'h': 150}}, 'id_str': '728620254021099521', 'expanded_url': 'https://twitter.com/TeamSoloMid/status/728620255665213440/photo/1'}]}, 'favorited': False, 'possibly_sensitive': False, 'lang': 'en', 'created_at': 'Fri May 06 16:19:40 +0000 2016', 'favorite_count': 9665, 'in_reply_to_user_id': None, 'contributors': None}, 'source': '<a href=""http://www.sideqik.com"" rel=""nofollow"">Sideqik</a>', 'is_quote_status': False, 'in_reply_to_screen_name': None, 'retweet_count': 4505, 'id_str': '737961889280499712', 'in_reply_to_status_id': None, 'truncated': False, 'text': ""RT @TeamSoloMid: We're doing a month-long giveaway, new prizes every week. 1st week sponsored by @LogitechG: \nhttps://t.co/ADNxYump6r https…"", 'coordinates': None, 'geo': None, 'entities': {'hashtags': [], 'symbols': [], 'urls': [{'indices': [110, 133], 'display_url': 'sdqk.me/Ag39w9SU-PFWDq…', 'expanded_url': 'https://sdqk.me/Ag39w9SU-PFWDq3ai/ultimate-tsm-giveaway-2016#/enter', 'url': 'https://t.co/ADNxYump6r'}], 'user_mentions': [{'id': 286505380, 'name': 'Team SoloMid', 'indices': [3, 15], 'screen_name': 'TeamSoloMid', 'id_str': '286505380'}, {'id': 571206183, 'name': 'LogitechG', 'indices': [97, 107], 'screen_name': 'LogitechG', 'id_str': '571206183'}]}, 'in_reply_to_user_id_str': None, 'place': None, 'id': 737961889280499712, 'retweeted': False, 'favorited': False, 'possibly_sensitive': False, 'lang': 'en', 'created_at': 'Wed Jun 01 10:59:59 +0000 2016', 'favorite_count': 0, 'in_reply_to_user_id': None, 'contributors': None}",True,False,False,Dev,True
409859016,409859016,RiccardoZambito,,,,12,631,0,2011-11-11 09:43:29,3,False,1,it,"{'in_reply_to_status_id_str': None, 'retweet_count': 0, 'source': '<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>', 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '159555796169011200', 'in_reply_to_status_id': None, 'truncated': False, 'text': 'Immobile interessante! che ne pensi? via @trovit_italia http://t.co/giuEO4Qk', 'coordinates': None, 'geo': None, 'entities': {'hashtags': [], 'symbols': [], 'urls': [{'indices': [56, 76], 'display_url': 'case.trovit.it/index.php/cod.…', 'expanded_url': 'http://case.trovit.it/index.php/cod.ad/id.1e3I161_L1L1T', 'url': 'http://t.co/giuEO4Qk'}], 'user_mentions': [{'id': 20232639, 'name': 'Trovit Italia', 'indices': [41, 55], 'screen_name': 'trovit_italia', 'id_str': '20232639'}]}, 'in_reply_to_user_id_str': None, 'place': None, 'id': 159555796169011200, 'retweeted': False, 'favorited': False, 'possibly_sensitive': False, 'lang': 'it', 'created_at': 'Wed Jan 18 08:40:40 +0000 2012', 'favorite_count': 1, 'in_reply_to_user_id': None, 'contributors': None}",True,True,False,Riccardo Zambito,True
246277239,246277239,jessigrado,asturias,,,46,2214,0,2011-02-02 14:01:03,10,False,10,es,"{'in_reply_to_status_id_str': None, 'retweeted_status': {'in_reply_to_status_id_str': None, 'retweet_count': 7, 'source': '<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for  Android</a>', 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '470560563475808256', 'in_reply_to_status_id': None, 'truncated': False, 'text': 'Bronce en el campeonato de España de clubs! :) @sarywiki @jessigrado #Raquel http://t.co/TsF0TqjOXD', 'coordinates': None, 'geo': None, 'entities': {'hashtags': [{'text': 'Raquel', 'indices': [69, 76]}], 'symbols': [], 'urls': [], 'media': [{'display_url': 'pic.twitter.com/TsF0TqjOXD', 'media_url': 'http://pbs.twimg.com/media/BofEVj_CQAM0TAD.jpg', 'indices': [77, 99], 'url': 'http://t.co/TsF0TqjOXD', 'id': 470560560799432707, 'media_url_https': 'https://pbs.twimg.com/media/BofEVj_CQAM0TAD.jpg', 'type': 'photo', 'sizes': {'large': {'resize': 'fit', 'w': 800, 'h': 600}, 'medium': {'resize': 'fit', 'w': 600, 'h': 450}, 'small': {'resize': 'fit', 'w': 340, 'h': 255}, 'thumb': {'resize': 'crop', 'w': 150, 'h': 150}}, 'id_str': '470560560799432707', 'expanded_url': 'https://twitter.com/ccrisccastro/status/470560563475808256/photo/1'}], 'user_mentions': [{'id': 570195992, 'name': 'Sary', 'indices': [47, 56], 'screen_name': 'sarywiki', 'id_str': '570195992'}, {'id': 246277239, 'name': 'Jessica granda', 'indices': [57, 68], 'screen_name': 'jessigrado', 'id_str': '246277239'}]}, 'in_reply_to_user_id_str': None, 'place': None, 'id': 470560563475808256, 'retweeted': False, 'extended_entities': {'media': [{'display_url': 'pic.twitter.com/TsF0TqjOXD', 'media_url': 'http://pbs.twimg.com/media/BofEVj_CQAM0TAD.jpg', 'indices': [77, 99], 'url': 'http://t.co/TsF0TqjOXD', 'id': 470560560799432707, 'media_url_https': 'https://pbs.twimg.com/media/BofEVj_CQAM0TAD.jpg', 'type': 'photo', 'sizes': {'large': {'resize': 'fit', 'w': 800, 'h': 600}, 'medium': {'resize': 'fit', 'w': 600, 'h': 450}, 'small': {'resize': 'fit', 'w': 340, 'h': 255}, 'thumb': {'resize': 'crop', 'w': 150, 'h': 150}}, 'id_str': '470560560799432707', 'expanded_url': 'https://twitter.com/ccrisccastro/status/470560563475808256/photo/1'}]}, 'favorited': False, 'possibly_sensitive': False, 'lang': 'es', 'created_at': 'Sun May 25 13:42:35 +0000 2014', 'favorite_count': 11, 'in_reply_to_user_id': None, 'contributors': None}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'is_quote_status': False, 'in_reply_to_screen_name': None, 'retweet_count': 7, 'id_str': '470914812332216320', 'in_reply_to_status_id': None, 'truncated': False, 'text': 'RT @ccrisccastro: Bronce en el campeonato de España de clubs! :) @sarywiki @jessigrado #Raquel http://t.co/TsF0TqjOXD', 'coordinates': None, 'geo': None, 'entities': {'hashtags': [{'text': 'Raquel', 'indices': [87, 94]}], 'symbols': [], 'urls': [], 'media': [{'source_status_id_str': '470560563475808256', 'media_url': 'http://pbs.twimg.com/media/BofEVj_CQAM0TAD.jpg', 'indices': [95, 117], 'id': 470560560799432707, 'source_user_id_str': '328229916', 'sizes': {'large': {'resize': 'fit', 'w': 800, 'h': 600}, 'medium': {'resize': 'fit', 'w': 600, 'h': 450}, 'small': {'resize': 'fit', 'w': 340, 'h': 255}, 'thumb': {'resize': 'crop', 'w': 150, 'h': 150}}, 'id_str': '470560560799432707', 'source_user_id': 328229916, 'source_status_id': 470560563475808256, 'expanded_url': 'https://twitter.com/ccrisccastro/status/470560563475808256/photo/1', 'url': 'http://t.co/TsF0TqjOXD', 'media_url_https': 'https://pbs.twimg.com/media/BofEVj_CQAM0TAD.jpg', 'type': 'photo', 'display_url': 'pic.twitter.com/TsF0TqjOXD'}], 'user_mentions': [{'id': 328229916, 'name': 'Cris Castro', 'indices': [3, 16], 'screen_name': 'ccrisccastro', 'id_str': '328229916'}, {'id': 570195992, 'name': 'Sary', 'indices': [65, 74], 'screen_name': 'sarywiki', 'id_str': '570195992'}, {'id': 246277239, 'name': 'Jessica granda', 'indices': [75, 86], 'screen_name': 'jessigrado', 'id_str': '246277239'}]}, 'in_reply_to_user_id_str': None, 'place': None, 'id': 470914812332216320, 'retweeted': False, 'extended_entities': {'media': [{'source_status_id_str': '470560563475808256', 'media_url': 'http://pbs.twimg.com/media/BofEVj_CQAM0TAD.jpg', 'indices': [95, 117], 'id': 470560560799432707, 'source_user_id_str': '328229916', 'sizes': {'large': {'resize': 'fit', 'w': 800, 'h': 600}, 'medium': {'resize': 'fit', 'w': 600, 'h': 450}, 'small': {'resize': 'fit', 'w': 340, 'h': 255}, 'thumb': {'resize': 'crop', 'w': 150, 'h': 150}}, 'id_str': '470560560799432707', 'source_user_id': 328229916, 'source_status_id': 470560563475808256, 'expanded_url': 'https://twitter.com/ccrisccastro/status/470560563475808256/photo/1', 'url': 'http://t.co/TsF0TqjOXD', 'media_url_https': 'https://pbs.twimg.com/media/BofEVj_CQAM0TAD.jpg', 'type': 'photo', 'display_url': 'pic.twitter.com/TsF0TqjOXD'}]}, 'favorited': False, 'possibly_sensitive': False, 'lang': 'es', 'created_at': 'Mon May 26 13:10:15 +0000 2014', 'favorite_count': 0, 'in_reply_to_user_id': None, 'contributors': None}",True,False,False,Jessica granda,True
625647348,625647348,JamesCZE,,,,2,178,0,2012-07-03 13:45:23,0,False,5,en,"{'in_reply_to_status_id_str': None, 'retweeted_status': {'in_reply_to_status_id_str': None, 'retweet_count': 69, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '639609803149410304', 'in_reply_to_status_id': None, 'truncated': False, 'text': 'StatTrak AWP | Worm God Giveaway on the 15th! Follow and RT to enter! http://t.co/1WdMGD6iBu', 'coordinates': None, 'geo': None, 'entities': {'hashtags': [], 'symbols': [], 'urls': [], 'media': [{'display_url': 'pic.twitter.com/1WdMGD6iBu', 'media_url': 'http://pbs.twimg.com/media/COBZugiU8AAHbaw.png', 'indices': [70, 92], 'url': 'http://t.co/1WdMGD6iBu', 'id': 639609802629378048, 'media_url_https': 'https://pbs.twimg.com/media/COBZugiU8AAHbaw.png', 'type': 'photo', 'sizes': {'thumb': {'resize': 'crop', 'w': 150, 'h': 150}, 'large': {'resize': 'fit', 'w': 694, 'h': 419}, 'small': {'resize': 'fit', 'w': 340, 'h': 205}, 'medium': {'resize': 'fit', 'w': 600, 'h': 362}}, 'id_str': '639609802629378048', 'expanded_url': 'https://twitter.com/CSGO_Bank_Bot/status/639609803149410304/photo/1'}], 'user_mentions': []}, 'in_reply_to_user_id_str': None, 'place': None, 'id': 639609803149410304, 'retweeted': False, 'extended_entities': {'media': [{'display_url': 'pic.twitter.com/1WdMGD6iBu', 'media_url': 'http://pbs.twimg.com/media/COBZugiU8AAHbaw.png', 'indices': [70, 92], 'url': 'http://t.co/1WdMGD6iBu', 'id': 639609802629378048, 'media_url_https': 'https://pbs.twimg.com/media/COBZugiU8AAHbaw.png', 'type': 'photo', 'sizes': {'thumb': {'resize': 'crop', 'w': 150, 'h': 150}, 'large': {'resize': 'fit', 'w': 694, 'h': 419}, 'small': {'resize': 'fit', 'w': 340, 'h': 205}, 'medium': {'resize': 'fit', 'w': 600, 'h': 362}}, 'id_str': '639609802629378048', 'expanded_url': 'https://twitter.com/CSGO_Bank_Bot/status/639609803149410304/photo/1'}]}, 'favorited': False, 'possibly_sensitive': False, 'lang': 'en', 'created_at': 'Fri Sep 04 01:23:55 +0000 2015', 'favorite_count': 28, 'in_reply_to_user_id': None, 'contributors': None}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'is_quote_status': False, 'in_reply_to_screen_name': None, 'retweet_count': 69, 'id_str': '640981635681247233', 'in_reply_to_status_id': None, 'truncated': False, 'text': 'RT @CSGO_Bank_Bot: StatTrak AWP | Worm God Giveaway on the 15th! Follow and RT to enter! http://t.co/1WdMGD6iBu', 'coordinates': None, 'geo': None, 'entities': {'hashtags': [], 'symbols': [], 'urls': [], 'media': [{'source_status_id_str': '639609803149410304', 'media_url': 'http://pbs.twimg.com/media/COBZugiU8AAHbaw.png', 'indices': [89, 111], 'id': 639609802629378048, 'source_user_id_str': '3368032689', 'sizes': {'thumb': {'resize': 'crop', 'w': 150, 'h': 150}, 'large': {'resize': 'fit', 'w': 694, 'h': 419}, 'small': {'resize': 'fit', 'w': 340, 'h': 205}, 'medium': {'resize': 'fit', 'w': 600, 'h': 362}}, 'id_str': '639609802629378048', 'source_user_id': 3368032689, 'source_status_id': 639609803149410304, 'expanded_url': 'https://twitter.com/CSGO_Bank_Bot/status/639609803149410304/photo/1', 'url': 'http://t.co/1WdMGD6iBu', 'media_url_https': 'https://pbs.twimg.com/media/COBZugiU8AAHbaw.png', 'type': 'photo', 'display_url': 'pic.twitter.com/1WdMGD6iBu'}], 'user_mentions': [{'id': 3368032689, 'name': 'Socius Gaming', 'indices': [3, 17], 'screen_name': 'CSGO_Bank_Bot', 'id_str': '3368032689'}]}, 'in_reply_to_user_id_str': None, 'place': None, 'id': 640981635681247233, 'retweeted': False, 'extended_entities': {'media': [{'source_status_id_str': '639609803149410304', 'media_url': 'http://pbs.twimg.com/media/COBZugiU8AAHbaw.png', 'indices': [89, 111], 'id': 639609802629378048, 'source_user_id_str': '3368032689', 'sizes': {'thumb': {'resize': 'crop', 'w': 150, 'h': 150}, 'large': {'resize': 'fit', 'w': 694, 'h': 419}, 'small': {'resize': 'fit', 'w': 340, 'h': 205}, 'medium': {'resize': 'fit', 'w': 600, 'h': 362}}, 'id_str': '639609802629378048', 'source_user_id': 3368032689, 'source_status_id': 639609803149410304, 'expanded_url': 'https://twitter.com/CSGO_Bank_Bot/status/639609803149410304/photo/1', 'url': 'http://t.co/1WdMGD6iBu', 'media_url_https': 'https://pbs.twimg.com/media/COBZugiU8AAHbaw.png', 'type': 'photo', 'display_url': 'pic.twitter.com/1WdMGD6iBu'}]}, 'favorited': False, 'possibly_sensitive': False, 'lang': 'en', 'created_at': 'Mon Sep 07 20:15:05 +0000 2015', 'favorite_count': 0, 'in_reply_to_user_id': None, 'contributors': None}",True,True,False,James Novak,True
971148710,971148710,TaylorHatcher7,Gibson NC,,,8,294,0,2012-11-26 01:57:59,0,False,19,en,"{'in_reply_to_status_id_str': None, 'retweet_count': 0, 'source': '<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>', 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '402623332803432448', 'in_reply_to_status_id': None, 'truncated': False, 'text': ""I can't live without you baby. http://t.co/NUYWA724Aw"", 'coordinates': None, 'geo': None, 'entities': {'hashtags': [], 'symbols': [], 'urls': [{'indices': [31, 53], 'display_url': 'instagram.com/p/g4RvW-KzOe/', 'expanded_url': 'http://instagram.com/p/g4RvW-KzOe/', 'url': 'http://t.co/NUYWA724Aw'}], 'user_mentions': []}, 'in_reply_to_user_id_str': None, 'place': None, 'id': 402623332803432448, 'retweeted': False, 'favorited': False, 'possibly_sensitive': False, 'lang': 'en', 'created_at': 'Tue Nov 19 02:24:17 +0000 2013', 'favorite_count': 0, 'in_reply_to_user_id': None, 'contributors': None}",False,False,False,Taylor Hatcher,True
255608323,255608323,Ebanus2011,,,,3,280,0,2011-02-21 18:21:32,0,False,5,es,"{'in_reply_to_status_id_str': None, 'retweet_count': 0, 'source': '<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>', 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '417569999763419136', 'in_reply_to_status_id': None, 'truncated': False, 'text': 'http://t.co/AiXbagDW8A nnnnnn', 'coordinates': None, 'geo': None, 'entities': {'hashtags': [], 'symbols': [], 'urls': [{'indices': [0, 22], 'display_url': 'everg0n.com/toontrack-meta…', 'expanded_url': 'http://www.everg0n.com/toontrack-metal-machine-serial-number/', 'url': 'http://t.co/AiXbagDW8A'}], 'user_mentions': []}, 'in_reply_to_user_id_str': None, 'place': None, 'id': 417569999763419136, 'retweeted': False, 'favorited': False, 'possibly_sensitive': False, 'lang': 'und', 'created_at': 'Mon Dec 30 08:17:00 +0000 2013', 'favorite_count': 0, 'in_reply_to_user_id': None, 'contributors': None}",True,True,False,Federico Yañez,True
2265170902,2265170902,3110Ayesha,,,,8,942,0,2014-01-06 12:25:06,4,False,8,en,"{'in_reply_to_status_id_str': None, 'retweeted_status': {'in_reply_to_status_id_str': None, 'retweet_count': 61, 'source': '<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>', 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '814651149739507712', 'in_reply_to_status_id': None, 'truncated': False, 'text': 'Scratching my head at 2016. Looking forward to New Year @wagnerlaphoto #shirtlessguys… https://t.co/9pe8Uq1CTQ', 'coordinates': None, 'geo': None, 'entities': {'hashtags': [{'text': 'shirtlessguys', 'indices': [71, 85]}], 'symbols': [], 'urls': [{'indices': [87, 110], 'display_url': 'instagram.com/p/BOn6T9TDgUq/', 'expanded_url': 'https://www.instagram.com/p/BOn6T9TDgUq/', 'url': 'https://t.co/9pe8Uq1CTQ'}], 'user_mentions': [{'id': 201360032, 'name': 'wagnerLA', 'indices': [56, 70], 'screen_name': 'wagnerlaphoto', 'id_str': '201360032'}]}, 'in_reply_to_user_id_str': None, 'place': None, 'id': 814651149739507712, 'retweeted': False, 'favorited': False, 'possibly_sensitive': False, 'lang': 'en', 'created_at': 'Fri Dec 30 01:55:44 +0000 2016', 'favorite_count': 58, 'in_reply_to_user_id': None, 'contributors': None}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'is_quote_status': False, 'in_reply_to_screen_name': None, 'retweet_count': 61, 'id_str': '814654106648203264', 'in_reply_to_status_id': None, 'truncated': False, 'text': 'RT @jakejenseninfo: Scratching my head at 2016. Looking forward to New Year @wagnerlaphoto #shirtlessguys… https://t.co/9pe8Uq1CTQ', 'coordinates': None, 'geo': None, 'entities': {'hashtags': [{'text': 'shirtlessguys', 'indices': [91, 105]}], 'symbols': [], 'urls': [{'indices': [107, 130], 'display_url': 'instagram.com/p/BOn6T9TDgUq/', 'expanded_url': 'https://www.instagram.com/p/BOn6T9TDgUq/', 'url': 'https://t.co/9pe8Uq1CTQ'}], 'user_mentions': [{'id': 1131337166, 'name': 'Jake Jensen', 'indices': [3, 18], 'screen_name': 'jakejenseninfo', 'id_str': '1131337166'}, {'id': 201360032, 'name': 'wagnerLA', 'indices': [76, 90], 'screen_name': 'wagnerlaphoto', 'id_str': '201360032'}]}, 'in_reply_to_user_id_str': None, 'place': None, 'id': 814654106648203264, 'retweeted': False, 'favorited': False, 'possibly_sensitive': False, 'lang': 'en', 'created_at': 'Fri Dec 30 02:07:29 +0000 2016', 'favorite_count': 0, 'in_reply_to_user_id': None, 'contributors': None}",True,False,False,Ayesha Saleem,True
